year,sex,age,cohort,p10_guv,p25_guv,p50_guv,p75_guv,n,p10_epuf,p25_epuf,p50_epuf,p75_epuf,p10_cens,p25_cens,p50_cens,p75_cens,gap_p10,gap_p25,gap_p50,gap_p75
1966,1,54,1937,14028.44,25501.67,38126.14,50868.55,8570,10108.566953797965,21901.895066562254,35941.57139128165,37064.7454972592,False,False,True,True,-0.3277034200608117,-0.1521707744176166,,
1967,1,55,1937,13842.97,25538.56,38236.62,51137.38,8387,10956.05235015532,21912.10470031064,35913.939603809136,36154.97275551256,False,False,True,True,-0.2338854929356352,-0.15315025670194438,,
1957,1,44,1938,10364.88,20762.12,31152.89,41815.57,9328,9063.601348098218,18774.602792489168,27190.804044294655,27190.804044294655,False,False,True,True,-0.1341566275338345,-0.10062513131026991,,
1958,1,45,1938,9791.348,19829.38,30911.06,41012.34,9198,8855.224319397894,17710.448638795788,26565.672958193685,26565.672958193685,False,False,True,True,-0.1004915351593716,-0.11300989229762325,,
1959,1,46,1938,11229.56,21817.26,32554.52,43422.64,9216,8724.41200324412,18695.168578380257,29912.269725408412,29912.269725408412,False,False,True,True,-0.252424513577748,-0.15443627396495596,,
1960,1,47,1938,11293.04,22199.83,33474.47,44448.71,9136,8583.198449789126,18392.568106690986,29428.108970705576,29428.108970705576,False,False,True,True,-0.27437998302195377,-0.18813795541387388,,
1961,1,48,1938,11066.63,22509.43,33776.27,44848.97,8977,7887.3998871968415,18201.692047377328,29122.707275803725,29122.707275803725,False,False,True,True,-0.33866773879899315,-0.21241977312149785,,
1962,1,49,1938,12017.07,23440.49,35091.77,46773.04,8901,8994.81576453537,19188.940297675454,28783.410446513182,28783.410446513182,False,False,True,True,-0.2896797537866566,-0.2001307820229855,,
1963,1,50,1938,12245.51,23833.1,35740.77,47796.61,8796,8890.73778169596,19559.623119731114,28450.360901427073,28450.360901427073,False,False,True,True,-0.3201493030403627,-0.1976079742605021,,
1964,1,51,1938,12735.25,24781.17,36908.87,48902.21,8655,9346.975127620288,20446.50809166938,28040.925382860867,28040.925382860867,False,False,True,True,-0.30932096398154896,-0.19227197613756958,,
1965,1,52,1938,13255.75,25469.24,37826.7,50270.52,8616,10365.055403886301,21305.94721909962,27640.147743696805,27640.147743696805,False,False,True,True,-0.2459913294028328,-0.17848520361264897,,
1966,1,53,1938,14129.53,26259.81,39086.46,51441.38,8567,10108.566953797965,21901.895066562254,36806.415452884365,37064.7454972592,False,False,True,True,-0.3348836560163285,-0.1814664677111035,,
1967,1,54,1938,14620.85,26541.04,38751.56,52139.85,8420,10408.249732647553,22459.907317818404,36154.97275551256,36154.97275551256,False,False,True,True,-0.3398498569467127,-0.16696039151280867,,
1968,1,55,1938,15338.05,27417.63,39634.29,52599.66,8274,11072.502695814135,23199.529457896286,37435.604352514456,41126.4385844525,False,False,True,True,-0.32587186893026804,-0.1670542406588521,,
1957,1,43,1939,10649.73,21066.4,31262.95,42061.59,9739,9711.001444390948,18774.602792489168,27190.804044294655,27190.804044294655,False,False,True,True,-0.09227512737157009,-0.11517431294265618,,
1958,1,44,1939,9513.041,19734.5,30537.87,41233.72,9567,8855.224319397894,17710.448638795788,26565.672958193685,26565.672958193685,False,False,True,True,-0.07165599068035843,-0.10821358910951145,,
1959,1,45,1939,10444.37,21387.27,32404.96,43204.54,9495,9347.584289190128,18695.168578380257,29912.269725408412,29912.269725408412,False,False,True,True,-0.11094513212264516,-0.13453075952931806,,
1960,1,46,1939,11219.47,22015.9,33216.98,44559.06,9438,8583.198449789126,18392.568106690986,29428.108970705576,29428.108970705576,False,False,True,True,-0.2678440381717101,-0.17981824381207268,,
1961,1,47,1939,10490.24,21678.21,33485.05,45170.53,9310,9100.846023688664,18808.415115623236,29122.707275803725,29122.707275803725,False,False,True,True,-0.14207792224129095,-0.14200322636670892,,
1962,1,48,1939,11711.25,23092.69,35097.77,47132.84,9212,9594.470148837727,19788.594681977815,28783.410446513182,28783.410446513182,False,False,True,True,-0.19936301193901454,-0.15441037165941648,,
1963,1,49,1939,11889.88,23388.57,36013.41,48365.61,9139,8890.73778169596,19559.623119731114,28450.360901427073,28450.360901427073,False,False,True,True,-0.2906775819876771,-0.17878004497535913,,
1964,1,50,1939,13179.24,24816.22,37212.64,49609.07,9057,9346.975127620288,21030.694037145648,28040.925382860867,28040.925382860867,False,False,True,True,-0.3435900890902849,-0.16551448023123924,,
1965,1,51,1939,13877.66,25970.22,38005.2,50898.18,8979,10365.055403886301,21305.94721909962,27640.147743696805,27640.147743696805,False,False,True,True,-0.2918402618107091,-0.1979642510446106,,
1966,1,52,1939,14269.93,26164.34,39111.73,51789.56,8963,10670.154006786739,22463.48211955103,36806.415452884365,37064.7454972592,False,False,True,True,-0.290704027245531,-0.15250644118668963,,
1967,1,53,1939,14155.22,26338.35,38806.34,52643.83,8792,10956.05235015532,23007.70993532617,36154.97275551256,36154.97275551256,False,False,True,True,-0.256191431047,-0.13519667764730536,,
1968,1,54,1939,15348.6,27770.89,40203.73,53780.73,8636,11072.502695814135,23726.79149103029,37962.86638564846,41126.4385844525,False,False,True,True,-0.32655946437751693,-0.15738349744745195,,
1969,1,55,1939,15893.44,27953.49,40840.74,54736.78,8445,12105.443803629203,24210.887607258406,38838.29886997703,39342.69236179491,False,False,True,True,-0.27225119292195044,-0.14373962452400763,,
1957,1,42,1940,10474.93,20904.55,31327.69,41912.68,9645,9711.001444390948,18774.602792489168,27190.804044294655,27190.804044294655,False,False,True,True,-0.07572537085848963,-0.10746179739203048,,
1958,1,43,1940,9664.845,19519.45,30721.3,41113.54,9473,8855.224319397894,18342.964661609923,26565.672958193685,26565.672958193685,False,False,True,True,-0.08748747185749371,-0.06216530056086439,,
1959,1,44,1940,10780.88,21842.19,32404.96,43746.7,9533,8724.41200324412,19318.340864326266,29912.269725408412,29912.269725408412,False,False,True,True,-0.21164912116293683,-0.12278847206570552,,
1960,1,45,1940,10839.35,22156.91,33781.02,45245.72,9443,9196.284053345493,19005.653710247352,29428.108970705576,29428.108970705576,False,False,True,True,-0.16438353589657376,-0.1534129131227759,,
1961,1,46,1940,10563.05,22515.49,34012.89,45710.52,9286,8494.122955442754,19415.13818386915,29122.707275803725,29122.707275803725,False,False,True,True,-0.2179875549830004,-0.1481504362506215,,
1962,1,47,1940,11825.18,23188.63,35295.66,47702.51,9243,9594.470148837727,19788.594681977815,28783.410446513182,28783.410446513182,False,False,True,True,-0.20904424990521198,-0.15855632676292553,,
1963,1,48,1940,12423.32,24544.36,35924.51,48946.48,9153,9483.453633809024,20152.338971844176,28450.360901427073,28450.360901427073,False,False,True,True,-0.2700267942862829,-0.19716173294981582,,
1964,1,49,1940,13389.54,24874.64,37417.11,50006.32,9045,9931.161073096557,21614.87998262192,28040.925382860867,28040.925382860867,False,False,True,True,-0.29879640810546937,-0.1404668449781326,,
1965,1,50,1940,13255.75,25152.54,37918.83,51278.23,8990,10940.89181521332,21881.78363042664,27640.147743696805,27640.147743696805,False,True,True,True,-0.19192410813255686,,,
1966,1,51,1940,13534.25,26484.45,39311.09,52502.77,8989,11231.741059775515,23025.069172539806,36806.415452884365,37064.7454972592,False,False,True,True,-0.1864797164130844,-0.1399741819361618,,
1967,1,52,1940,14494.86,27050.49,39381.53,52808.17,8861,10956.05235015532,23007.70993532617,36154.97275551256,36154.97275551256,False,False,True,True,-0.2799020742167264,-0.16187574539431704,,
1968,1,53,1940,15401.32,27417.63,40240.64,54481.98,8723,12127.026762082149,23726.79149103029,37962.86638564846,41126.4385844525,False,False,True,True,-0.2390166415417968,-0.14458138480679353,,
1969,1,54,1940,15585.76,28624.33,41032.41,55236.13,8556,12105.443803629203,24715.28109907629,39130.847095231395,39342.69236179491,False,False,True,True,-0.25270242431441087,-0.1468353351703496,,
1970,1,55,1940,15558.79,27889.21,40595.48,54930.38,8335,11082.445688689812,24092.2732362822,37583.94624860023,37583.94624860023,False,False,True,True,-0.3392633652423582,-0.14634869918650026,,
1957,1,41,1941,10591.47,21254.14,31528.38,41724.94,9787,9711.001444390948,19422.002888781895,27190.804044294655,27190.804044294655,False,False,True,True,-0.08678954782855354,-0.09014510701443534,,
1958,1,42,1941,10075.98,20335.39,30860.46,40607.53,9663,8855.224319397894,18975.48068442406,26565.672958193685,26565.672958193685,False,False,True,True,-0.12914677014734408,-0.06921506245781972,,
1959,1,43,1941,10799.58,21966.82,32398.73,43111.06,9661,9347.584289190128,19941.513150272276,29912.269725408412,29912.269725408412,False,False,True,True,-0.14438929935892958,-0.09672948626545136,,
1960,1,44,1941,11072.33,22573.81,33958.81,44847.21,9587,9196.284053345493,19618.73931380372,29428.108970705576,29428.108970705576,False,False,True,True,-0.18564970812701403,-0.14030518782041276,,
1961,1,45,1941,10939.22,22630.77,33806.61,45504.23,9458,9100.846023688664,19415.13818386915,29122.707275803725,29122.707275803725,False,False,True,True,-0.1839871176254691,-0.15325740416125364,,
1962,1,46,1941,11627.3,23398.51,35403.59,47486.63,9386,9594.470148837727,20388.249066280172,28783.410446513182,28783.410446513182,False,False,True,True,-0.19216887502191535,-0.13771363640200127,,
1963,1,47,1941,12002.5,23619.73,36072.69,48365.61,9273,10076.169485922088,20745.05482395724,28450.360901427073,28450.360901427073,False,False,True,True,-0.17494178231958712,-0.1297744831766272,,
1964,1,48,1941,13138.34,24760.72,37586.52,49644.12,9209,10515.347018572824,21614.87998262192,28040.925382860867,28040.925382860867,False,False,True,True,-0.2226988624127364,-0.13587656095355105,,
1965,1,49,1941,13474.57,25555.62,38074.3,51474.02,9229,10365.055403886301,22457.620041753653,27640.147743696805,27640.147743696805,False,True,True,True,-0.2623641141805401,,,
1966,1,50,1941,13506.17,26400.21,39552.57,52407.3,9157,11231.741059775515,23586.656225528583,37064.7454972592,37064.7454972592,False,False,True,True,-0.1844028248490082,-0.1126908267139129,,
1967,1,51,1941,14001.83,26990.23,39880.03,53410.75,9032,11503.854967663085,24103.315170341702,36154.97275551256,36154.97275551256,False,False,True,True,-0.1965058415818564,-0.11312555869671145,,
1968,1,52,1941,15322.23,28108.34,41152.8,54771.98,8896,12654.288795216155,24781.315557298305,39544.65248505049,41126.4385844525,False,False,True,True,-0.19130852216808378,-0.12597636518601252,,
1969,1,53,1941,15933.79,29022.8,41824.31,55367.27,8776,13114.230787264969,25724.068082712056,39342.69236179491,39342.69236179491,False,False,True,True,-0.19474405127900052,-0.12065467305398961,,
1970,1,54,1941,15635.89,28154.23,41159.24,55662.79,8544,12527.982082866743,25055.964165733487,37583.94624860023,37583.94624860023,False,False,True,True,-0.2216042037782972,-0.11658572008638682,,
1971,1,55,1941,14702.52,27949.12,41653.3,56425.15,8297,11554.954025951705,24496.502535017615,36051.456560969316,36051.456560969316,False,False,True,True,-0.2409046426601863,-0.13185536062352057,,
1957,1,40,1942,10882.8,21597.27,31586.65,42126.32,9779,10358.401540683679,20069.402985074626,27190.804044294655,27190.804044294655,False,False,True,True,-0.04938562777199625,-0.07337050208072786,,
1958,1,41,1942,9607.918,20240.51,30961.66,41746.06,9611,9487.74034221203,19607.996707238195,26565.672958193685,26565.672958193685,False,False,True,True,-0.012587075273372437,-0.03174856343397955,,
1959,1,42,1942,11111.16,22309.57,32834.95,44394.79,9663,9347.584289190128,19941.513150272276,29912.269725408412,29912.269725408412,False,False,True,True,-0.17283206351602898,-0.11221208756679758,,
1960,1,43,1942,11011.02,22984.58,34320.53,45711.66,9554,9809.36965690186,20231.824917360085,29428.108970705576,29428.108970705576,False,False,True,True,-0.11555857314024917,-0.12756670072293486,,
1961,1,44,1942,10678.33,22642.9,34571.08,46208.03,9444,9707.569091934574,20021.86125211506,29122.707275803725,29122.707275803725,False,False,True,True,-0.09531055428916632,-0.1230215978029277,,
1962,1,45,1942,12131.01,24106.11,35895.31,48218.21,9366,10194.124533140086,20987.90345058253,28783.410446513182,28783.410446513182,False,False,True,True,-0.17395345596211118,-0.1385190897411531,,
1963,1,46,1942,12701.9,24716.25,36748.38,49610.32,9267,10076.169485922088,21337.770676070304,28450.360901427073,28450.360901427073,False,False,True,True,-0.23157840947048064,-0.14698214854963718,,
1964,1,47,1942,13751.74,25809.34,37995.45,50999.43,9202,10515.347018572824,22199.065928098185,28040.925382860867,28040.925382860867,False,True,True,True,-0.26832955070899583,,,
1965,1,48,1942,14545.63,26488.47,38897.75,52118.95,9155,11516.728226540336,23609.29286440769,27640.147743696805,27640.147743696805,False,True,True,True,-0.2334899980457196,,,
1966,1,49,1942,14977.53,27298.75,40254.56,53552.94,9134,12354.915165753067,24709.830331506135,37064.7454972592,37064.7454972592,False,False,True,True,-0.19249710495132127,-0.09963976000977702,,
1967,1,50,1942,15535.68,27948.89,40378.53,54084.55,9016,12599.460202678618,25198.920405357236,36154.97275551256,36154.97275551256,False,False,True,True,-0.20948534203201788,-0.10357633249547701,,
1968,1,51,1942,16471.67,28973.05,41532.43,55678.87,8879,13708.812861484168,25835.839623566317,40071.914518184494,41126.4385844525,False,False,True,True,-0.1836030349451453,-0.11460342689336006,,
1969,1,52,1942,17033.37,29678.51,42369.05,56350.84,8755,13618.624279082853,26732.855066347824,39342.69236179491,39342.69236179491,False,False,True,True,-0.22373607297081854,-0.10452987912458996,,
1970,1,53,1942,15953.9,28910.73,41843.46,56380.74,8550,13009.827547592387,25537.80963045913,37583.94624860023,37583.94624860023,False,False,True,True,-0.20399827638554918,-0.12405272187675843,,
1971,1,54,1942,16102.98,28776.46,42369.71,57294.09,8285,12479.350348027841,25883.09701813182,36051.456560969316,36051.456560969316,False,False,True,True,-0.2549290418906294,-0.10596756093838085,,
1972,1,55,1942,15516.83,28638.2,44101.39,59904.24,8122,12960.481927710844,26367.877025342754,40222.18529289572,40222.18529289572,False,False,True,True,-0.1800203653024422,-0.08259500102318451,,
1957,1,39,1943,11426.61,21422.47,31774.4,42191.06,10180,9711.001444390948,20069.402985074626,27190.804044294655,27190.804044294655,False,False,True,True,-0.16268543353949505,-0.06524395543062333,,
1958,1,40,1943,9500.391,20114.01,31227.32,42018.04,10037,9487.74034221203,18975.48068442406,26565.672958193685,26565.672958193685,False,False,True,True,-0.001332480740916536,-0.05826893171502011,,
1959,1,41,1943,10743.49,21754.95,32965.81,44556.82,10021,9970.756575136138,20564.685436218282,29912.269725408412,29912.269725408412,False,False,True,True,-0.07464352347611371,-0.05626601235734436,,
1960,1,42,1943,10992.63,22800.65,34289.88,46054.99,9931,9809.36965690186,20231.824917360085,29428.108970705576,29428.108970705576,False,False,True,True,-0.11388703189305764,-0.11953218874425055,,
1961,1,43,1943,11054.49,22794.59,34619.62,46578.13,9828,9100.846023688664,20021.86125211506,29122.707275803725,29122.707275803725,False,False,True,True,-0.19446930143623273,-0.12969848790133842,,
1962,1,44,1943,12376.87,23986.18,35979.26,48799.88,9780,10194.124533140086,20987.90345058253,28783.410446513182,28783.410446513182,False,False,True,True,-0.19401787998904982,-0.1335315855650462,,
1963,1,45,1943,12328.49,24965.19,37192.92,50552.73,9735,10076.169485922088,21337.770676070304,28450.360901427073,28450.360901427073,False,False,True,True,-0.20173966504214155,-0.15700368107526333,,
1964,1,46,1943,13757.58,26078.06,38345.96,51647.88,9625,10515.347018572824,22199.065928098185,28040.925382860867,28040.925382860867,False,True,True,True,-0.26875413409293486,,,
1965,1,47,1943,13825.83,26678.5,39030.19,53247.59,9647,10940.89181521332,23609.29286440769,27640.147743696805,27640.147743696805,False,True,True,True,-0.2340312693432305,,,
1966,1,48,1943,14483.33,27472.84,41136.25,54754.74,9645,12354.915165753067,24709.830331506135,37064.7454972592,37064.7454972592,False,False,True,True,-0.15894435986654515,-0.10599672668766819,,
1967,1,49,1943,15365.86,28239.22,40866.07,55936.13,9537,12051.657585170851,24651.117787849467,36154.97275551256,36154.97275551256,False,False,True,True,-0.24294595596795657,-0.13588954602334516,,
1968,1,50,1943,15765.13,28741.05,41917.33,57171.02,9387,13181.550828350162,25835.839623566317,40889.1706695422,41126.4385844525,False,False,True,True,-0.17898235164854387,-0.10656375375855792,,
1969,1,51,1943,15923.7,29451.54,42671.69,58257.45,9276,13114.230787264969,26732.855066347824,39342.69236179491,39342.69236179491,False,False,True,True,-0.19411060524559437,-0.0968528649927042,,
1970,1,52,1943,15741.89,29045.64,42585.5,58462.31,9024,12527.982082866743,26019.655095184775,37583.94624860023,37583.94624860023,False,False,True,True,-0.22836060293922614,-0.11001616835223015,,
1971,1,53,1943,15871.88,29021.42,42776.44,58514.29,8776,12479.350348027841,25883.09701813182,36051.456560969316,36051.456560969316,False,False,True,True,-0.2404736838902026,-0.114444047159431,,
1972,1,54,1943,15744.75,29715.26,44561.71,61781.28,8588,12960.481927710844,27261.70336518488,40222.18529289572,40222.18529289572,False,False,True,True,-0.19460210035749212,-0.08617780837026359,,
1973,1,55,1943,16168.88,30853.59,46293.11,63081.09,8422,13145.427309996847,27562.99274676758,44524.834437086094,45796.97256385998,False,False,True,True,-0.20701444205036598,-0.1127790826299623,,
1957,1,38,1944,10772.74,21247.67,31703.18,41822.05,9996,9711.001444390948,19422.002888781895,27190.804044294655,27190.804044294655,False,False,True,True,-0.10375945686089887,-0.08984064939016106,,
1958,1,39,1944,9898.876,20632.67,31575.2,41537.33,9927,8855.224319397894,18342.964661609923,26565.672958193685,26565.672958193685,False,False,True,True,-0.11141361191498173,-0.11762963808122855,,
1959,1,40,1944,10805.81,22297.1,33152.77,43977.27,9921,9347.584289190128,19941.513150272276,29912.269725408412,29912.269725408412,False,False,True,True,-0.1449660073167744,-0.11165297834278022,,
1960,1,41,1944,11458.57,23052.02,34565.77,45852.67,9853,9809.36965690186,19618.73931380372,29428.108970705576,29428.108970705576,False,False,True,True,-0.15539990529576994,-0.16126820426276872,,
1961,1,42,1944,11430.66,22988.74,34844.11,46341.51,9752,9100.846023688664,19415.13818386915,29122.707275803725,29122.707275803725,False,False,True,True,-0.2279318400843087,-0.16895145030055214,,
1962,1,43,1944,12077.04,24178.06,36045.23,48320.15,9711,9594.470148837727,20388.249066280172,28783.410446513182,28783.410446513182,False,False,True,True,-0.23011922302432158,-0.1704869016509326,,
1963,1,44,1944,12423.32,25154.86,37649.31,50108.2,9644,10076.169485922088,20745.05482395724,28450.360901427073,28450.360901427073,False,False,True,True,-0.20940217246984807,-0.19274322189728793,,
1964,1,45,1944,13243.5,26089.74,38509.54,51349.95,9542,11099.532964049093,22199.065928098185,28040.925382860867,28040.925382860867,False,True,True,True,-0.17660383390540463,,,
1965,1,46,1944,14269.23,26862.77,39369.93,52625.69,9568,10940.89181521332,23033.45645308067,27640.147743696805,27640.147743696805,False,True,True,True,-0.2655981582481611,,,
1966,1,47,1944,14444.02,27753.63,40658.9,54238.08,9588,11793.328112764291,24148.24327851736,37064.7454972592,37064.7454972592,False,False,True,True,-0.20274653068001255,-0.1391550070858973,,
1967,1,48,1944,14960.49,28359.74,40860.6,55147.29,9432,12599.460202678618,24651.117787849467,36154.97275551256,36154.97275551256,False,False,True,True,-0.17175875403815,-0.14014828795622544,,
1968,1,49,1944,16872.38,29943.21,42528.96,56733.19,9314,12654.288795216155,25835.839623566317,40599.176551318495,41126.4385844525,False,False,True,True,-0.28768177253633065,-0.1475399270015655,,
1969,1,50,1944,18148.08,30561.2,43211.39,57879.15,9186,13618.624279082853,26228.461574529938,39342.69236179491,39342.69236179491,False,False,True,True,-0.28712648178095984,-0.15288608975570706,,
1970,1,51,1944,16989.87,30014.15,43154.08,57937.1,9016,12527.982082866743,25537.80963045913,37583.94624860023,37583.94624860023,False,False,True,True,-0.30465257501448784,-0.16150885251808647,,
1971,1,52,1944,17198.39,29992.04,43354.19,58851.69,8754,12479.350348027841,25883.09701813182,36051.456560969316,36051.456560969316,False,False,True,True,-0.32074046864719297,-0.1473418822510224,,
1972,1,53,1944,17259.79,30953.21,45437.66,61879.6,8599,12960.481927710844,26814.790195263817,40222.18529289572,40222.18529289572,False,False,True,True,-0.2864746427085613,-0.1435231011744039,,
1973,1,54,1944,16991.53,31443.01,46683.23,63403.36,8430,13569.473352254809,27562.99274676758,44100.78839482813,45796.97256385998,False,False,True,True,-0.22489232121655256,-0.13170267041090047,,
1974,1,55,1944,16096.05,30371.64,45307.82,60954.52,8175,13058.117033810562,26116.234067621124,42630.91149273448,50696.219072441,False,False,False,True,-0.2091639649362888,-0.15095216236022943,-0.06090003248802466,
1957,1,37,1945,11323.03,21649.06,31638.44,41854.42,10658,10358.401540683679,20069.402985074626,27190.804044294655,27190.804044294655,False,False,True,True,-0.08904077131552465,-0.07576561975929892,,
1958,1,38,1945,10126.58,20392.32,31088.16,41429.8,10558,9487.74034221203,19607.996707238195,26565.672958193685,26565.672958193685,False,False,True,True,-0.065163175287528,-0.039220881082804006,,
1959,1,39,1945,11360.43,22627.38,33414.5,44101.9,10570,9970.756575136138,20564.685436218282,29912.269725408412,29912.269725408412,False,False,True,True,-0.13047979842557386,-0.09558537193328785,,
1960,1,40,1945,11605.71,23217.55,34565.77,45699.4,10561,9809.36965690186,20231.824917360085,29428.108970705576,29428.108970705576,False,False,True,True,-0.16815920202557566,-0.13765160263197063,,
1961,1,41,1945,11406.39,23546.92,34953.32,46493.19,10471,9707.569091934574,20021.86125211506,29122.707275803725,29122.707275803725,False,False,True,True,-0.1612678247049594,-0.16217028714483386,,
1962,1,42,1945,12089.03,24321.98,36333.06,48584.0,10378,10194.124533140086,20987.90345058253,28783.410446513182,28783.410446513182,False,False,True,True,-0.1704869016509326,-0.14743422266379305,,
1963,1,43,1945,12695.97,24894.07,37584.11,50380.85,10312,10668.885338035152,21930.48652818337,28450.360901427073,28450.360901427073,False,False,True,True,-0.17395302732903598,-0.12675187480600433,,
1964,1,44,1945,13541.43,26013.8,38667.27,51379.15,10278,10515.347018572824,22783.251873574452,28040.925382860867,28040.925382860867,False,True,True,True,-0.2529180640540624,,,
1965,1,45,1945,14747.17,27375.26,39968.8,53230.32,10271,11516.728226540336,24185.129275734704,27640.147743696805,27640.147743696805,False,True,True,True,-0.247250593153734,,,
1966,1,46,1945,15527.88,28489.31,41242.95,54900.75,10291,12354.915165753067,25271.41738449491,37064.7454972592,37064.7454972592,False,False,True,True,-0.22858314483445516,-0.1198549197531863,,
1967,1,47,1945,16154.7,28940.41,41419.36,55832.04,10190,12599.460202678618,25746.723022865,36154.97275551256,36154.97275551256,False,False,True,True,-0.24855705701942415,-0.11693153058216992,,
1968,1,48,1945,16345.12,29727.03,42629.14,56944.3,10124,13181.550828350162,26363.101656700324,41126.4385844525,41126.4385844525,False,False,True,True,-0.21511119441463927,-0.12009136493869545,,
1969,1,49,1945,16710.56,30278.74,43357.66,58640.79,9978,13618.624279082853,27237.248558165706,39342.69236179491,39342.69236179491,False,False,True,True,-0.20460256670201368,-0.105860347308388,,
1970,1,50,1945,16676.67,29744.32,43342.0,58409.31,9731,13009.827547592387,26983.346024636063,37583.94624860023,37583.94624860023,False,False,True,True,-0.24830569964887042,-0.09741832759950762,,
1971,1,51,1945,16250.89,29479.0,43688.67,59018.08,9458,12479.350348027841,26345.295179169887,36051.456560969316,36051.456560969316,False,False,True,True,-0.26407237036687337,-0.11238843747313361,,
1972,1,52,1945,16522.38,30582.27,45527.04,62862.8,9335,12960.481927710844,27261.70336518488,40222.18529289572,40222.18529289572,False,False,True,True,-0.2428109494997616,-0.11493751907001519,,
1973,1,53,1945,17199.31,31794.97,47043.67,63984.31,9186,13993.519394512772,28411.084831283508,44948.88047934406,45796.97256385998,False,False,True,True,-0.20627494468380536,-0.11252872119800471,,
1974,1,54,1945,16599.17,30129.69,45346.23,61449.96,8937,13058.117033810562,27268.420864722055,43014.97375843479,50696.219072441,False,False,False,True,-0.23994275877441157,-0.09978177657732668,-0.05277875988681454,
1975,1,55,1945,15199.31,29140.29,43967.41,60347.08,8496,12406.15526558587,25875.69526822196,41472.00474495848,49979.082641360226,False,False,False,True,-0.20305729025001218,-0.1188176311796309,-0.05843006251643126,
1957,1,36,1946,10636.78,21558.42,31593.13,41440.08,11241,10358.401540683679,20069.402985074626,27190.804044294655,27190.804044294655,False,False,True,True,-0.026519873044984755,-0.0715700437636511,,
1958,1,37,1946,9829.299,20202.56,31043.89,41278.0,11109,9487.74034221203,19607.996707238195,26565.672958193685,26565.672958193685,False,False,True,True,-0.03536714439362175,-0.02987185075423097,,
1959,1,38,1946,11067.54,22421.74,33277.4,43989.73,11133,9970.756575136138,20564.685436218282,29912.269725408412,29912.269725408412,False,False,True,True,-0.1043600335395724,-0.08645571841956742,,
1960,1,39,1946,11771.24,23407.61,34553.5,45797.5,11051,10422.455260458226,20844.91052091645,29428.108970705576,29428.108970705576,False,False,True,True,-0.12169663014288166,-0.11595136443697641,,
1961,1,40,1946,11436.73,23419.51,35038.26,46644.87,10977,10314.292160180485,20628.58432036097,29122.707275803725,29122.707275803725,False,False,True,True,-0.10329958413949486,-0.12689173331059125,,
1962,1,41,1946,12526.78,24987.6,36677.86,49267.61,10957,10793.778917442443,21587.557834884887,28783.410446513182,28783.410446513182,False,False,True,True,-0.14889881064127247,-0.14626257925893563,,
1963,1,42,1946,13270.91,25753.5,37916.03,50416.41,10857,10668.885338035152,21930.48652818337,28450.360901427073,28450.360901427073,False,False,True,True,-0.21824282878432813,-0.1606927925118596,,
1964,1,43,1946,13909.47,26954.34,38971.04,51828.98,10806,11099.532964049093,23367.43781905072,28040.925382860867,28040.925382860867,False,True,True,True,-0.22566687100241234,,,
1965,1,44,1946,14315.29,27548.01,39893.95,53616.13,10830,12092.564637867352,24185.129275734704,27640.147743696805,27640.147743696805,False,True,True,True,-0.1687374258285973,,,
1966,1,45,1946,14960.68,28382.61,41417.05,55248.93,10828,12354.915165753067,25833.004437483687,37064.7454972592,37064.7454972592,False,False,True,True,-0.19137145303163677,-0.09412371751872727,,
1967,1,46,1946,15886.28,28841.81,42060.29,56434.63,10723,13147.262820186383,26294.525640372765,36154.97275551256,36154.97275551256,False,False,True,True,-0.189242257236614,-0.09246530354168034,,
1968,1,47,1946,16587.66,29916.85,42887.49,57693.01,10628,13708.812861484168,26890.36368983433,41126.4385844525,41126.4385844525,False,False,True,True,-0.1906201448468653,-0.10665387152978889,,
1969,1,48,1946,16967.8,30263.61,44159.65,59674.79,10538,14123.017770900737,27741.642049983588,39342.69236179491,39342.69236179491,False,False,True,True,-0.18351149791877325,-0.08701139321132302,,
1970,1,49,1946,16787.5,30115.34,43713.02,59869.3,10308,13491.673012318031,27465.191489361707,37583.94624860023,37583.94624860023,False,False,True,True,-0.21856188061529574,-0.09211523759333576,,
1971,1,50,1946,15867.26,30070.61,44315.56,60381.57,10067,13403.746670103978,27269.691501246023,36051.456560969316,36051.456560969316,False,False,True,True,-0.16872359670606607,-0.09777239875276135,,
1972,1,51,1946,16571.54,30689.53,46268.92,63805.79,9924,13854.308267552971,28155.529705027006,40222.18529289572,40222.18529289572,False,False,True,True,-0.17909051565479098,-0.08617778166173734,,
1973,1,52,1946,16698.93,31731.37,47743.34,64476.2,9795,14417.565436770734,29683.222958057395,45796.97256385998,45796.97256385998,False,False,True,True,-0.14689736031219897,-0.06672377883256735,,
1974,1,53,1946,16472.43,30790.27,46233.41,62909.4,9562,13058.117033810562,28420.607661822985,44551.222821236035,50696.219072441,False,False,False,True,-0.2322781389520109,-0.08008422705277882,-0.0370630950782811,
1975,1,54,1946,15596.31,29427.4,45291.33,61676.32,9169,12760.616844602611,26584.618426255438,43598.77421905892,49979.082641360226,False,False,False,True,-0.2006707290126181,-0.10159341923485121,-0.038086587724960756,
1976,1,55,1946,16041.88,30561.56,47006.68,64184.32,8942,12432.961609346205,27218.105144784935,44691.456595757976,51411.97638459376,False,False,False,True,-0.2548516623896044,-0.11586062792455845,-0.05050736352981897,
